question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
treatment,2814,0000693,GHR,https://ghr.nlm.nih.gov/condition/multiple-pterygium-syndrome,,C0265261,T019,Disorders,Escobar syndrome|familial pterygium syndrome|pterygium syndrome,0000693-5,multiple pterygium syndrome,What are the treatments for multiple pterygium syndrome?,These resources address the diagnosis or management of multiple pterygium syndrome: - Genetic Testing Registry: Lethal multiple pterygium syndrome - Genetic Testing Registry: Multiple pterygium syndrome Escobar type These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,10233,0004532,GARD,https://rarediseases.info.nih.gov/gard/7251/ollier-disease,,C0014084,T019,Disorders,Dyschondroplasia|Enchondromatosis|Multiple cartilaginous enchondroses|Multiple enchondromatosis,0004532-4,Ollier disease,What are the treatments for Ollier disease?,"There is no specific medical treatment for Ollier disease. Surgery is indicated in cases where complications (pathological fractures, growth defect, malignant transformation) arise."
treatment,5234,0001071,GHR,https://ghr.nlm.nih.gov/condition/15q24-microdeletion,,C3697269,T019,Disorders,15q24 deletion|15q24 microdeletion syndrome|interstitial deletion of chromosome 15q24,0001071-5,15q24 microdeletion,What are the treatments for 15q24 microdeletion?,These resources address the diagnosis or management of 15q24 microdeletion: - Gene Review: Gene Review: 15q24 Microdeletion - Genetic Testing Registry: 15q24 deletion syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,9178,0005470,GARD,https://rarediseases.info.nih.gov/gard/7606/sapho-syndrome,,C0263859,T047,Disorders,"Acquired hyperostosis syndrome|Synovitis, Acne, Pustlosis, Hyperostosis, and Osteomyelitis|Synovitis acne pustulosis hyperostosis osteitis",0005470-3,SAPHO syndrome,What are the treatments for SAPHO syndrome?,There is no specific treatment plan for SAPHO syndrome. It can be a chronic condition but sometimes eventually heals on its own. Joint pain may be managed with nonsteroidal anti-inflammatory drugs and prescription vitamin A is used to treat the acne. Other drugs that may be used include: Colchicine Topical corticosteroids Systemic corticosteroids Methotrexate Calcitonin Bisphosphonates Infliximab Etanercept.
treatment,11673,0000035,NINDS,http://www.ninds.nih.gov/disorders/autism/autism.htm,,C0004352,T048,Disorders,,0000035-2,Autism,What are the treatments for Autism?,"There is no cure for autism. Therapies and behavioral interventions are designed to remedy specific symptoms and can bring about substantial improvement. The ideal treatment plan coordinates therapies and interventions that meet the specific needs of individual children. Treatment options include educational/bahavioral interventions, medications, and other therapies. Most professionals agree that the earlier the intervention, the better."
treatment,2354,0000891,GHR,https://ghr.nlm.nih.gov/condition/sandhoff-disease,,C0036161,T047,Disorders,"Beta-hexosaminidase-beta-subunit deficiency|GM2 gangliosidosis, type 2|GM2 Gangliosidosis, Type II|Hexosaminidase A and B Deficiency Disease|Sandhoff-Jatzkewitz-Pilz disease|Total hexosaminidase deficiency",0000891-5,Sandhoff disease,What are the treatments for Sandhoff disease?,These resources address the diagnosis or management of Sandhoff disease: - Genetic Testing Registry: Sandhoff disease These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,4469,0000625,GHR,https://ghr.nlm.nih.gov/condition/mannose-binding-lectin-deficiency,,C3280586,T047,Disorders,mannose-binding lectin protein deficiency|mannose-binding protein deficiency|MBL deficiency|MBL2 deficiency|MBP deficiency,0000625-5,mannose-binding lectin deficiency,What are the treatments for mannose-binding lectin deficiency?,These resources address the diagnosis or management of mannose-binding lectin deficiency: - Genetic Testing Registry: Mannose-binding protein deficiency These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,4509,0000369,GHR,https://ghr.nlm.nih.gov/condition/fanconi-anemia,,C3469521|C0015625,T047,Disorders,FA|Fanconi hypoplastic anemia|Fanconi pancytopenia|Fanconi panmyelopathy,0000369-5,Fanconi anemia,What are the treatments for Fanconi anemia?,- The Rockefeller University: International Fanconi Anemia Registry These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,11473,0000257,NINDS,http://www.ninds.nih.gov/disorders/spinal_infarction/spinal_infarction.htm,,C2314994,T047,Disorders,,0000257-2,Spinal Cord Infarction,What are the treatments for Spinal Cord Infarction?,Treatment is symptomatic. Physical and occupational therapy may help individuals recover from weakness or paralysis. A catheter may be necessary for patients with urinary incontinence.
treatment,2504,0000072,GHR,https://ghr.nlm.nih.gov/condition/arterial-tortuosity-syndrome,,C1859726,T047,Disorders,arterial tortuosity|ATS,0000072-5,arterial tortuosity syndrome,What are the treatments for arterial tortuosity syndrome?,These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,49,0000997,GHR,https://ghr.nlm.nih.gov/condition/trisomy-18,,C0152096|C3537048,T019|T049|T047,Disorders,complete trisomy 18 syndrome|Edwards syndrome|trisomy 18 syndrome|trisomy E syndrome,0000997-5,trisomy 18,What are the treatments for trisomy 18?,These resources address the diagnosis or management of trisomy 18: - Genetic Testing Registry: Complete trisomy 18 syndrome - MedlinePlus Encyclopedia: Trisomy 18 These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,11249,0000065,NINDS,http://www.ninds.nih.gov/disorders/Farbers/farbers.htm,,C0268255,T047,Disorders,,0000065-2,Farber's Disease,What are the treatments for Farber's Disease?,Currently there is no specific treatment for Farbers disease. Corticosteroids may help relieve pain. Bone marrow transplants may improve granulomas (small masses of inflamed tissue) on individuals with little or no lung or nervous system complications. Older persons may have granulomas surgically reduced or removed.
treatment,11781,0000026,NINDS,http://www.ninds.nih.gov/disorders/apraxia/apraxia.htm,,C0003635,T048,Disorders,,0000026-2,Apraxia,What are the treatments for Apraxia?,"Generally, treatment for individuals with apraxia includes physical, speech,or occupational therapy. If apraxia is a symptom of another disorder, the underlying disorder should be treated."
treatment,10981,0000166,NINDS,http://www.ninds.nih.gov/disorders/isaacs_syndrome/isaacs_syndrome.htm,,C0242287,T047,Disorders,,0000166-2,Isaacs' Syndrome,What are the treatments for Isaacs' Syndrome?,"Anticonvulsants, including phenytoin and carbamazepine, usually provide significant relief from the stiffness, muscle spasms, and pain associated with Isaacs' syndrome. Plasma exchange may provide short-term relief for individuals with some forms of the acquired disorder."
treatment,8807,0006395,GARD,https://rarediseases.info.nih.gov/gard/328/wandering-spleen,,C0272414,T047,Disorders,Displaced spleen|Drifting spleen|Splenoptosis|Floating spleen|Splenic ptosis,0006395-2,Wandering spleen,What are the treatments for Wandering spleen?,"Because wandering spleen can cause life-threatening complications (such as splenic infarction, portal hypertension, and hemorrhage), surgery to remove the spleen is the preferred treatment method for patients. Laparoscopic splenectomy is the typical method used for spleen removal. Splenopexy (surgically fixing the floating spleen) is associated with a high risk of recurrence and complications and is not the preferred treatment choice."
treatment,1084,0001093,GHR,https://ghr.nlm.nih.gov/condition/3-methylglutaconyl-coa-hydratase-deficiency,,C0342727,T047,Disorders,"3-methylglutaconic aciduria, type I|3-MG-CoA-hydratase deficiency|AUH defect|MGA, type I|MGA1|MGCA1|primary 3-methylglutaconic aciduria",0001093-5,3-methylglutaconyl-CoA hydratase deficiency,What are the treatments for 3-methylglutaconyl-CoA hydratase deficiency?,These resources address the diagnosis or management of 3-methylglutaconyl-CoA hydratase deficiency: - Baby's First Test - Genetic Testing Registry: 3-Methylglutaconic aciduria - MedlinePlus Encyclopedia: Metabolic Acidosis These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,10219,0005360,GARD,https://rarediseases.info.nih.gov/gard/5699/rheumatic-fever,,C0035436,T047,Disorders,Acute Rheumatic Fever|Inflammatory Rheumatism,0005360-6,Rheumatic Fever,What are the treatments for Rheumatic Fever?,"Treatment of rheumatic fever usually consists of antibiotics to treat the underlying group A Streptococcus bacterial infection and anti-inflammatory medications such as aspirin or corticosteroids. Because people with a history of rheumatic fever have a high risk of developing recurrent episodes of the condition, low dose antibiotics are often continued over a long period of time to prevent recurrence."
treatment,4629,0000022,GHR,https://ghr.nlm.nih.gov/condition/adiposis-dolorosa,,C0001529,T047,Disorders,adiposalgia|adipose tissue rheumatism|Anders syndrome|Dercum disease|Dercum-Vitaut syndrome|Dercum's disease|lipomatosis dolorosa|morbus Dercum,0000022-5,adiposis dolorosa,What are the treatments for adiposis dolorosa?,These resources address the diagnosis or management of adiposis dolorosa: - Genetic Testing Registry: Lipomatosis dolorosa - Merck Manual Consumer Version: Lipomas These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,6875,0005046,GARD,https://rarediseases.info.nih.gov/gard/10409/primary-gastrointestinal-melanoma,,C1333798,T191,Disorders,Melanoma of the gastrointestinal tract|Melanoma of the GI tract|Malignant melanoma of the gastrointestinal tract,0005046-5,Primary gastrointestinal melanoma,What are the treatments for Primary gastrointestinal melanoma?,Treatment of primary melanoma of the small intestine often involves the surgical resection of the tumor. We encourage you to speak with your healthcare provider to learn more about your surgical and other treatment options.
treatment,509,0000407,GHR,https://ghr.nlm.nih.gov/condition/gilbert-syndrome,,C0017551,T047,Disorders,constitutional liver dysfunction|familial nonhemolytic jaundice|Gilbert disease|Gilbert-Lereboullet syndrome|Gilbert's disease|Gilbert's syndrome|hyperbilirubinemia 1|Meulengracht syndrome|unconjugated benign bilirubinemia,0000407-5,Gilbert syndrome,What are the treatments for Gilbert syndrome?,These resources address the diagnosis or management of Gilbert syndrome: - Genetic Testing Registry: Gilbert's syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,334,0000558,GHR,https://ghr.nlm.nih.gov/condition/keratitis-ichthyosis-deafness-syndrome,,C0011053|C0018772|C0039082|C3665333|C0265336,T019|T047|T033,Disorders,"ichthyosiform erythroderma, corneal involvement, and deafness|keratitis, ichthyosis, and deafness|KID syndrome",0000558-5,keratitis-ichthyosis-deafness syndrome,What are the treatments for keratitis-ichthyosis-deafness syndrome?,"These resources address the diagnosis or management of keratitis-ichthyosis-deafness syndrome: - Genetic Testing Registry: Autosomal recessive keratitis-ichthyosis-deafness syndrome - Genetic Testing Registry: Keratitis-ichthyosis-deafness syndrome, autosomal dominant These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care"
treatment,2259,0000503,GHR,https://ghr.nlm.nih.gov/condition/hypochromic-microcytic-anemia-with-iron-overload,,C0271901|C0282193,T047,Disorders,microcytic anemia and hepatic iron overload|microcytic anemia with liver iron overload,0000503-5,hypochromic microcytic anemia with iron overload,What are the treatments for hypochromic microcytic anemia with iron overload?,These resources address the diagnosis or management of hypochromic microcytic anemia with iron overload: - Genetic Testing Registry: Hypochromic microcytic anemia with iron overload These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,1394,0000670,GHR,https://ghr.nlm.nih.gov/condition/mowat-wilson-syndrome,,C1856113,T047,Disorders,"Hirschsprung disease-mental retardation syndrome|microcephaly, mental retardation, and distinct facial features, with or without Hirschsprung disease|MWS",0000670-5,Mowat-Wilson syndrome,What are the treatments for Mowat-Wilson syndrome?,These resources address the diagnosis or management of Mowat-Wilson syndrome: - Gene Review: Gene Review: Mowat-Wilson Syndrome - Genetic Testing Registry: Mowat-Wilson syndrome - MedlinePlus Encyclopedia: Hirschsprung's Disease These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,294,0000982,GHR,https://ghr.nlm.nih.gov/condition/tietz-syndrome,,C0391816,T047,Disorders,albinism and complete nerve deafness|albinism-deafness of Tietz|hypopigmentation-deafness syndrome|hypopigmentation/deafness of Tietz|Tietz albinism-deafness syndrome|Tietz's syndrome,0000982-5,Tietz syndrome,What are the treatments for Tietz syndrome?,These resources address the diagnosis or management of Tietz syndrome: - Genetic Testing Registry: Tietz syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,11681,0000009,NINDS,http://www.ninds.nih.gov/disorders/agenesis/agenesis.htm,,C0175754,T019|T047,Disorders,,0000009-2,Agenesis of the Corpus Callosum,What are the treatments for Agenesis of the Corpus Callosum?,"There is no standard course of treatment for ACC. Treatment usually involves management of symptoms and seizures if they occur. Associated difficulties are much more manageable with early recognition and therapy, especially therapies focusing on left/right coordination. Early diagnosis and interventions are currently the best treatments to improve social and developmental outcomes."
treatment,2694,0000484,GHR,https://ghr.nlm.nih.gov/condition/holocarboxylase-synthetase-deficiency,,C0268581,T047,Disorders,"Early-Onset Biotin-Responsive Multiple Carboxylase Deficiency|Early-Onset Combined Carboxylase Deficiency|HLCS deficiency|Infantile Multiple Carboxylase Deficiency|Multiple Carboxylase Deficiency, Neonatal Form",0000484-5,holocarboxylase synthetase deficiency,What are the treatments for holocarboxylase synthetase deficiency?,These resources address the diagnosis or management of holocarboxylase synthetase deficiency: - Baby's First Test - Genetic Testing Registry: Holocarboxylase synthetase deficiency - MedlinePlus Encyclopedia: Pantothenic Acid and Biotin These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,6254,0005989,GARD,https://rarediseases.info.nih.gov/gard/10547/syringoma,,C0206673,T191,Disorders,,0005989-3,Syringoma,What are the treatments for Syringoma?,"People with syringomas have a variety of treatment options, for example pulsed ablative laser (CO2 or erbium) or light electrocoagulation using a fine epilating needle. To learn more about these and other syringoma treatment options we recommend speaking with your healthcare provider."
treatment,4269,0000035,GHR,https://ghr.nlm.nih.gov/condition/alkaptonuria,,C0002066,T047,Disorders,AKU|alcaptonuria|homogentisic acid oxidase deficiency|homogentisic acidura,0000035-5,alkaptonuria,What are the treatments for alkaptonuria?,These resources address the diagnosis or management of alkaptonuria: - Gene Review: Gene Review: Alkaptonuria - Genetic Testing Registry: Alkaptonuria - MedlinePlus Encyclopedia: Alkaptonuria These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,3299,0000092,GHR,https://ghr.nlm.nih.gov/condition/autosomal-dominant-hypocalcemia,,C0020598,T046,Disorders,ADH|autosomal dominant hypoparathyroidism|familial hypercalciuric hypocalcemia|familial hypocalcemia,0000092-5,autosomal dominant hypocalcemia,What are the treatments for autosomal dominant hypocalcemia?,These resources address the diagnosis or management of autosomal dominant hypocalcemia: - Genetic Testing Registry: Autosomal dominant hypocalcemia These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,4794,0000768,GHR,https://ghr.nlm.nih.gov/condition/pallister-killian-mosaic-syndrome,,C0265449,T019|T047,Disorders,"isochromosome 12p syndrome|Pallister-Killian syndrome|PKS|Teschler-Nicola/Killian syndrome|tetrasomy 12p, mosaic",0000768-5,Pallister-Killian mosaic syndrome,What are the treatments for Pallister-Killian mosaic syndrome?,These resources address the diagnosis or management of Pallister-Killian mosaic syndrome: - Genetic Testing Registry: Pallister-Killian syndrome - MedlinePlus Encyclopedia: Chromosome - MedlinePlus Encyclopedia: Mosaicism These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,11521,0000130,NINDS,http://www.ninds.nih.gov/disorders/miller_fisher/miller_fisher.htm,,C0393799,T047,Disorders,,0000130-2,Miller Fisher Syndrome,What are the treatments for Miller Fisher Syndrome?,Treatment for Miller Fisher syndrome is identical to treatment for Guillain-Barr syndrome: intravenous immunoglobulin (IVIg) or plasmapheresis (a procedure in which antibodies are removed from the blood) and supportive care.
treatment,4464,0000143,GHR,https://ghr.nlm.nih.gov/condition/caffey-disease,,C0020497,T047,Disorders,Caffey-Silverman syndrome|de Toni-Caffey disease|infantile cortical hyperostosis,0000143-5,Caffey disease,What are the treatments for Caffey disease?,These resources address the diagnosis or management of Caffey disease: - Cedars-Sinai: Skeletal Dysplasia - Gene Review: Gene Review: Caffey Disease - Genetic Testing Registry: Infantile cortical hyperostosis These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,10833,0000029,NINDS,http://www.ninds.nih.gov/disorders/chiari/chiari.htm,,C0003803,T019,Disorders,,0000029-2,Chiari Malformation,What are the treatments for Chiari Malformation?,"Medications may ease certain symptoms, such as pain. Surgery is the only treatment available to correct functional disturbances or halt the progression of damage to the central nervous system. More than one surgery may be needed to treat the condition. Some CMs have no noticeable symptoms and do not interfere with the person's activities of daily living."
treatment,6670,0002772,GARD,https://rarediseases.info.nih.gov/gard/2641/hemoglobin-e-disease,,C0238159,T047,Disorders,Hemoglobinopathy,0002772-4,Hemoglobin E disease,What are the treatments for Hemoglobin E disease?,Treatment is usually not necessary. Folic acid supplements may be prescribed to help the body produce normal red blood cells and improve symptoms of anemia. People with hemoglobin E disease can expect to lead a normal life.
treatment,1454,0000467,GHR,https://ghr.nlm.nih.gov/condition/hereditary-myopathy-with-early-respiratory-failure,,C3807376|C1863599,T047|T033,Disorders,"Edstrom myopathy|HMERF|MPRM|myopathy, proximal, with early respiratory muscle involvement",0000467-5,hereditary myopathy with early respiratory failure,What are the treatments for hereditary myopathy with early respiratory failure?,"- National Heart, Lung, and Blood Institute: How Is Respiratory Failure Treated? These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care"
treatment,704,0000761,GHR,https://ghr.nlm.nih.gov/condition/otopalatodigital-syndrome-type-1,,C0265251|C0039082,T019|T047,Disorders,"cranioorodigital syndrome|faciopalatoosseous syndrome|FPO|OPD syndrome, type 1|oto-palato-digital syndrome, type I|Taybi syndrome",0000761-5,otopalatodigital syndrome type 1,What are the treatments for otopalatodigital syndrome type 1?,"These resources address the diagnosis or management of otopalatodigital syndrome type 1: - Gene Review: Gene Review: Otopalatodigital Spectrum Disorders - Genetic Testing Registry: Oto-palato-digital syndrome, type I These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care"
treatment,5309,0000622,GHR,https://ghr.nlm.nih.gov/condition/mandibuloacral-dysplasia,,C0432291,T019|T047,Disorders,mandibuloacral dysostosis,0000622-5,mandibuloacral dysplasia,What are the treatments for mandibuloacral dysplasia?,These resources address the diagnosis or management of mandibuloacral dysplasia: - Genetic Testing Registry: Mandibuloacral dysostosis - Genetic Testing Registry: Mandibuloacral dysplasia with type B lipodystrophy These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,11285,0000073,NINDS,http://www.ninds.nih.gov/disorders/cofs/cofs.htm,,C0220722,T019,Disorders,,0000073-2,Cerebro-Oculo-Facio-Skeletal Syndrome (COFS),What are the treatments for Cerebro-Oculo-Facio-Skeletal Syndrome (COFS)?,"Treatment is supportive and symptomatic. Individuals with the disorder often require tube feeding. Because COFS is genetic, genetic counseling is available."
treatment,1354,0000062,GHR,https://ghr.nlm.nih.gov/condition/ankylosing-spondylitis,,C0038013,T047,Disorders,"AS|Bechterew disease|Marie-Struempell disease|spondylarthritis ankylopoietica|spondylitis ankylopoietica|spondylitis, ankylosing|spondyloarthritis ankylopoietica",0000062-5,ankylosing spondylitis,What are the treatments for ankylosing spondylitis?,These resources address the diagnosis or management of ankylosing spondylitis: - Genetic Testing Registry: Ankylosing spondylitis - MedlinePlus Encyclopedia: Ankylosing Spondylitis - MedlinePlus Encyclopedia: HLA-B27 Antigen These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,33192,0000273,CDC,http://www.cdc.gov/nczved/divisions/dfbmd/diseases/marine_toxins,,,,,,0000273-15,Marine Toxins,how can these diseases be treated for Marine Toxins?,"Other than supportive care there are few specific treatments for ciguatera poisoning, paralytic shellfish poisoning, neurotoxic shellfish poisoning, or amnesic shellfish poisoning. Antihistamines and epinephrine, however, may sometimes be useful in treating the symptoms of scombrotoxic fish poisoning. Intravenous mannitol has been suggested for the treatment of severe ciguatera poisoning."
treatment,7912,0006402,GARD,https://rarediseases.info.nih.gov/gard/8569/warthin-tumor,,C0001429,T191,Disorders,Papillary cystadenoma lymphomatosum (formerly),0006402-5,Warthin tumor,What are the treatments for Warthin tumor?,"Treatment of Warthin tumor generally includes surgery to remove the tumor or careful observation to watch for changes in the tumor over time. Because Warthin tumor is almost always benign, additional treatment (i.e. radiation therapy and/or chemotherapy) is rarely needed."
treatment,729,0000198,GHR,https://ghr.nlm.nih.gov/condition/cohen-syndrome,,C0265223|C0039082,T019|T047,Disorders,"Hypotonia, obesity, and prominent incisors|Norio syndrome|obesity-hypotonia syndrome|Pepper syndrome|prominent incisors-obesity-hypotonia syndrome",0000198-5,Cohen syndrome,What are the treatments for Cohen syndrome?,These resources address the diagnosis or management of Cohen syndrome: - Gene Review: Gene Review: Cohen Syndrome - Genetic Testing Registry: Cohen syndrome - MedlinePlus Encyclopedia: Hypotonia These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,169,0000405,GHR,https://ghr.nlm.nih.gov/condition/giant-axonal-neuropathy,,C1850386,T047,Disorders,"GAN|neuropathy, giant axonal",0000405-5,giant axonal neuropathy,What are the treatments for giant axonal neuropathy?,These resources address the diagnosis or management of giant axonal neuropathy: - Gene Review: Gene Review: Giant Axonal Neuropathy - Genetic Testing Registry: Giant axonal neuropathy These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,1664,0000707,GHR,https://ghr.nlm.nih.gov/condition/myosin-storage-myopathy,,C1842160,T047,Disorders,autosomal dominant hyaline body myopathy,0000707-5,myosin storage myopathy,What are the treatments for myosin storage myopathy?,These resources address the diagnosis or management of myosin storage myopathy: - Genetic Testing Registry: Myosin storage myopathy These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,439,0000604,GHR,https://ghr.nlm.nih.gov/condition/loeys-dietz-syndrome,,C2697932,T019|T047,Disorders,LDS|Loeys-Dietz aortic aneurysm syndrome,0000604-5,Loeys-Dietz syndrome,What are the treatments for Loeys-Dietz syndrome?,These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,6361,0002956,GARD,https://rarediseases.info.nih.gov/gard/6681/hydranencephaly,,C0020225,T019,Disorders,Hydroanencephaly,0002956-2,Hydranencephaly,What are the treatments for Hydranencephaly?,"Unfortunately, there is no definitive treatment for hydranencephaly. Management of the condition typically focuses on the specific signs and symptoms present in the affected individual and is mostly supportive. Hydrocephalus (the buildup of too much cerebral spinal fluid in the brain) may be treated with a shunt (a surgically implanted tube that helps to drain fluid from the brain)."
treatment,4274,0000021,GHR,https://ghr.nlm.nih.gov/condition/adermatoglyphia,,C1852150,T033,Disorders,absence of fingerprints|ADERM|ADG|immigration delay disease,0000021-5,adermatoglyphia,What are the treatments for adermatoglyphia?,These resources address the diagnosis or management of adermatoglyphia: - Genetic Testing Registry: Adermatoglyphia These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,2104,0001025,GHR,https://ghr.nlm.nih.gov/condition/waldenstrom-macroglobulinemia,,C0024419,T191,Disorders,macroglobulinemia of Waldenstrom|Waldenstrom macroglobulinemia|Waldenstrom's macroglobulinemia|WM,0001025-5,Waldenstrm macroglobulinemia,What are the treatments for Waldenstrm macroglobulinemia?,- American Cancer Society: How is Waldenstrom Macroglobulinemia Treated? - Genetic Testing Registry: Waldenstrom macroglobulinemia - MD Anderson Cancer Center - MedlinePlus Encyclopedia: Macroglobulinemia of Waldenstrom These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,2499,0000714,GHR,https://ghr.nlm.nih.gov/condition/nail-patella-syndrome,,C0027341,T019|T047,Disorders,Fong disease|hereditary onycho-osteodysplasia|hereditary osteo-onychodysplasia|Osterreicher syndrome|pelvic horn syndrome|Turner-Kieser syndrome,0000714-5,nail-patella syndrome,What are the treatments for nail-patella syndrome?,These resources address the diagnosis or management of nail-patella syndrome: - Gene Review: Gene Review: Nail-Patella Syndrome - Genetic Testing Registry: Nail-patella syndrome These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,569,0000188,GHR,https://ghr.nlm.nih.gov/condition/chylomicron-retention-disease,,C0795956|C0080274,T047|T033,Disorders,Anderson disease|Anderson syndrome|CMRD|hypobetalipoproteinemia with accumulation of apolipoprotein B-like protein in intestinal cells|lipid transport defect of intestine,0000188-5,chylomicron retention disease,What are the treatments for chylomicron retention disease?,These resources address the diagnosis or management of chylomicron retention disease: - Genetic Testing Registry: Chylomicron retention disease - MedlinePlus Encyclopedia: Malabsorption These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
treatment,3844,0000494,GHR,https://ghr.nlm.nih.gov/condition/hyperkalemic-periodic-paralysis,,C0238357,T047,Disorders,adynamia episodica hereditaria|familial hyperkalemic periodic paralysis|Gamstorp disease|Gamstorp episodic adynamy|hyperKPP|hyperPP|primary hyperkalemic periodic paralysis,0000494-5,hyperkalemic periodic paralysis,What are the treatments for hyperkalemic periodic paralysis?,These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care
